,Unnamed: 0,Unnamed: 0.1,hid,建案名稱,每坪單價(萬元/坪),每坪單價(低),每坪單價(高),均價,基地地址-縣市,基地地址-鄉鎮區,基地地址,格局規劃,交屋時間,預期完工,基地面積(坪),棟戶規劃,樓層規劃,結構工程,用途規劃,土地分區,投資建設,建材說明,建築設計,營造公司,建造執照,使用執照
246,246,246,104024,富春四季,55~58萬元/坪,55.0,58.0,56.5,台北市,文山區,指南路三段79號,三房(33坪)、四房(55坪),隨時交屋,,905,2棟，120戶住家,地上11層，地下3層,RC,住家用,住三用地,合協建設有限公司,日本國寶級衛浴，頂級TOTO品牌，Panasonic三合一暖房機。 節能環保活水養生，隔音氣密窗。,孫德燿,震昌營造,建97-0450,使103-0100
247,247,247,106603,江之翠,74~82萬元/坪,74.0,82.0,78.0,新北市,板橋區,文化路二段417巷10號,三房(40坪)、四房(77坪),隨時交屋,,455,2棟，93戶住家，5戶店面,地上15層，地下4層,暫無,住家用,暫無,家勝建設,RC鋼筋混凝土結構，當層排氣、TOTO衛浴、櫻花廚具,容正建築師事務所,暫無,99-0623,103-0035
248,248,248,109975,百達富御,26~28萬元/坪,26.0,28.0,27.0,高雄市,三民區,民族一路551號,四房(62坪),隨時交屋,,538,2棟，84戶住家，2戶店面,地上15層，地下3層,RC,住家用,暫無,友友建設,大門採鋼木門且配備一卡通智慧門鎖，廚房採德匠廚具，配備BOSCH洗碗機與烤箱，2衛浴均有免治馬桶。,羅仲廷,暫無,102-314,104-2209
249,249,249,119362,東沅上河,17.9~18.8萬元/坪,17.9,18.8,18.35,新竹縣,關西鎮,中山東路115號,地坪（44.5坪）、建坪（105坪）,隨時交屋,,89,2棟，2戶住家，2戶店面,地上4層,RC,住商用,住宅區,東沅建設有限公司,櫻花電梯.元一鋁窗.TOTO衛浴.一太淋浴門.三洋磁磚.冠軍磁磚.國產混擬土,大將作聯合建築師事務所,安鑫營造有限公司,(106)府建字第00367號(01)及第00368號(01),(108)府使字第00057號及第00069號
250,250,250,114766,太聚東海,23~28萬元/坪,23.0,28.0,25.5,台中市,龍井區,新興路25巷,地坪（31~32坪）、建坪（84~85坪）,隨時交屋,,125,4棟，4戶住家,地上5層,RC,住家用,鄉村區乙種建築用地,力晶建設,TOTO衛浴永大電梯,黃貴帝,阡富營造,103-00957~00960,105-01172~01175
251,251,251,118450,陶園,19~22萬元/坪,19.0,22.0,20.5,基隆市,安樂區,基金一路220巷,地坪（90坪）、建坪（93-135坪）,隨時交屋,,11721,23棟，139戶住家，9戶店面,地上5層,RC,住商用,住宅區,帝榮建設、昱榮機構,暫無,李丙丁聯合建築師事務所,傑昇營造(股)公司,建99-0046,使104-0061
252,252,252,115300,頤禾苑,83~86萬元/坪,83.0,86.0,84.5,台北市,中正區,詔安街88號,二房(21~28坪)、三房(32坪),隨時交屋,,199,1棟，28戶住家,地上11層，地下2層,RC,住家用,住三,三立建設股份有限公司,外觀全棟石材、各廳間石材地坪牆面、平頂精裝修，大廳鍍鈦金屬、後現代搭配工業風，營造精緻住宅的氛圍。HCG超級免治馬桶、定溫水量控制花灑SPA淋浴柱、乾濕分離、浴缸。 戶戶進水口搭配愛惠浦淨水器、德國訂製整體式廚具、五金配件。 ,林柏戎建築事務所,寶全工程股份有限公司,(102)建字0173號,(106)使字第0027號
253,253,253,107630,美居森自在,17萬元/坪,17.0,,17.0,桃園市,楊梅區,金溪路159巷,建坪（110-162坪）,隨時交屋,,959,21棟，21戶住家,地上4層，地下2層,RC,住家用,住宅區,美居建設,RC結構,康文在建築師事務所,壢都營造,建101-1514,暫無
254,254,254,110368,東京站,21~22萬元/坪,21.0,22.0,21.5,基隆市,暖暖區,八堵路159號,三房(34坪)、四房(44~48坪),隨時交屋,,829,3棟，66戶住家，6戶店面,地上7層，地下2層,暫無,住家用,暫無,日勝生建設,暫無,吳毓廷建築師,暫無,建99-0028,使102-00089
255,255,255,112260,仁發富悅,25~27萬元/坪,25.0,27.0,26.0,新竹縣,竹北市,十興路二段、十興三街,二房(24~28坪)、三房(38~40坪),,2019年9月,1906,3棟，286戶住家，9戶店面,地上14層，地下3層,暫無,住家用,暫無,仁發建設,RC鋼筋混凝土、林內三機、TOTO衛浴、60X60冠軍磁磚,王銘鴻,暫無,建102-0610,暫無
256,256,256,116942,坤悅JIA,21萬元/坪,21.0,,21.0,台中市,大里區,日新路313號旁,三房(36~38坪),,2021年8月,720,1棟，104戶住家,地上14層，地下3層,RC,住家用,住宅區,坤悅開發股份有限公司,大雅廚具 維夫拉克電子鎖 愛惠浦家用淨水器 德國木地板 WIFARE一卡通 PANASONIC暖風機 PANASONIC全熱交換器 DEREK衛浴,李明哲建築師事務所,坤聯營造股份有限公司,104中都建字第00112號,暫無
257,257,257,110250,冠德捷世,55~58萬元/坪,55.0,58.0,56.5,新北市,三重區,重新路三段150號,暫無,隨時交屋,,443.9,1棟，282戶住家,地上24層，地下5層,暫無,住商用,暫無,冠德建設,暫無,周夢龍,暫無,97建字第0017號,103使字第0525號
258,258,258,115586,德承豐織,13.5~15.3萬元/坪,13.5,15.3,14.4,宜蘭縣,壯圍鄉,新社路24號,地坪（24-32坪）、建坪（51-58坪）,隨時交屋,,260,2棟，10戶住家,地上4層,RC,住家用,特定農業甲種建築用地,德承建設有限公司,建材選用：錦鋐鋁門窗、高級ICI水泥漆、實木樓梯扶手、60x60cm 聚晶拋光石英地磚、TOTO衛浴設備、淋浴間乾濕分離、四合一暖風機、每戶贈送歐式廚房 櫻花牌三機設備、屋頂層採用聚?防水層堅固耐久。,合契建築師事務所,協翔營造工程股份有限公司,壯鄉工字第1060006195號,暫無
259,259,259,117652,觀音亞悅NO.6,13~14萬元/坪,13.0,14.0,13.5,桃園市,觀音區,建國路,三房(30.18坪),2019年6月,,67.83,1棟，8戶住家，1戶店面,地上5層,RC,住家用,丁種建築用地,韋創建設有限公司,建材介紹  智能遠端監控系統全戶正新氣密窗(8MM強化染色玻璃)  主臥室浴廁多功能暖風機和成HCG多功能免治馬桶座  和成HCG伊頓系列浴櫃組乾濕分離淋浴間並附淋浴拉門  客.餐廳.廚房鋪設白馬60*60噴墨瓷板地磚  房間均鋪設白馬15*75數位木紋瓷板地磚  大方氣派新款鍍鋅烤漆琉化銅門,陳國禧,展昇營造開發有限公司,1046,(107)桃市都施使字第觀01376號
260,260,260,115557,冠德天御,55萬元/坪,55.0,,55.0,新北市,新莊區,榮華路一段53號,四房(60坪),隨時交屋,,677,1棟，64戶住家,地上17層，地下2層,SRC,住家用,第二種住宅區,冠德建設,SRC鋼骨鋼筋混凝土結構 2~6層加裝新日鐵制震設備(耐震六級) 結構體採用4000~6000psi混凝土 採用22.5cm厚中空樓板 外牆玻璃採用5+5mm抗UVLow-E膠合玻璃,三門聯合建築師事務所,根基營造股份有限公司,102莊建字第00218號,106莊使字第00033號
261,261,261,112278,威堡合筑,78~86萬元/坪,78.0,86.0,82.0,台北市,中正區,汀洲路一段239號,1+1房(24坪)、3+1房(49坪),隨時交屋,,93,1棟，19戶住家,地上9層，地下3層,RC,住家用,住3,威堡建設,1.大門：鑄鋁鋼木玄關門搭配四合一電子智能鎖 2.門窗：日本進口SHOWA昭和氣密鋁門窗 3.衛浴：比照知名TheOkuraPrestige大倉久和大飯店同等?TOTO頂級免治馬桶、TOTO面盆 與五金、Panasonic國際牌四合一暖風機、淋浴拉門 4.廚具：櫻花整體廚房搭配義大利進口SVAGO崁入式微波烤箱,游素秋,大程/大家營造,建102-0270,暫無
262,262,262,117918,明水森林,26~30萬元/坪,26.0,30.0,28.0,台南市,永康區,東橋七路398號,四房(64~85坪),隨時交屋,,1046.52,3棟，68戶住家，4戶店面,地上14層，地下2層,RC,住商用,第二種住宅區,麗莊建設開發股份有限公司,暫無,張景堯建築師事務所,山川營造工程股份有限公司,(106)南工使字第01944號,(103)南工造字第01173-01號
263,263,263,117404,將捷美華,46~56萬元/坪,46.0,56.0,51.0,新北市,中和區,中正路430號,二房(25~34坪),隨時交屋,,153.14,1棟，36戶住家,地上13層，地下2層,RC,住家用,住宅區,將捷建設股份有限公司,基礎工程：連續壁工法並入岩施工穩定基礎結構 鋼筋綁紮：採專利柱體一筆箍及墻面定位筋工法 林內廚具 TOTO衛浴 ,林長?建築師事務所,忠明營造工程股份有限公司,103中建字第00701號,107中使字第245號
264,264,264,115670,寶利新城,12.1~15.5萬元/坪,12.1,15.5,13.8,屏東縣,車城鄉,龍井路1-20號,二房(27.11~38.13坪),隨時交屋,,413.51,1棟，36戶住家，2戶店面,地上5層,RC,住家用,鄉村區乙種建築用地,帝富開發有限公司,和成衛浴、林內廚具,李炳興,國群營造有限公司,(104)屏府城管建(車)字第00267號,(106)屏府城管使(車)字第00515號
265,265,265,110538,十悅,25.5萬元/坪,25.5,,25.5,桃園市,桃園區,大興路192巷30號,三房(54坪),隨時交屋,,127,1棟，6戶住家，1戶店面,地上7層，地下1層,RC,住家用,住宅區,長洲建設有限公司,崗石基座1F挑高4米3大廳 一層一戶戶戶採光 中鼎藝術硫化銅門冠軍磁磚 櫻花整體廚具和成衛浴 崇友13人份豪華電梯 Hometek數位家庭門禁設備,陳永振建築師,長洲建設,103桃縣工建執照字第會桃00528號,105桃市都施始字第桃00128號
266,266,266,111159,澄石見真,24~28萬元/坪,24.0,28.0,26.0,台中市,北屯區,松竹五路二段89號,三房(37~44坪),隨時交屋,,360,1棟，50戶住家，2戶店面,地上11層，地下3層,RC,住商用,第二種住宅區，第三種住宅區,澄石建設有限公司,RC鋼筋混凝土造 新格廚具 Derek衛浴,呂宗修建築師事務所,成中恆營造股份有限公司,104中都建字第01122號,106中都使字第02343號
267,267,267,116590,京城大苑,28~38萬元/坪,28.0,38.0,33.0,高雄市,左營區,孟子路vs文萊路口,四房(55~75坪),,隨時交屋,1170,3棟，275戶住家，9戶店面,地上29層，地下6層,RC,住商用,第四種商業區,京城建設股份有限公司,採用EPS制震器，廚房使用大雅廚具、賽麗石面板、伊萊克斯雙口爐、洗碗機、烤箱；衛浴採用V&B面盆、馬桶、GROHE定溫龍頭、Panasonic暖風機,張文明建築師事務所,百鋐營造有限公司,(102)高市工建築字第01611-02號,暫無
268,268,268,118607,金連城GO威,17~18萬元/坪,17.0,18.0,17.5,新竹市,北區榮,濱路19巷16號,二房(21坪)、三房(32坪),,2019年10月,374.9,1棟，75戶住家，4戶店面,地上14層，地下2層,RC,住家用,第一種商業區,金連城建設,櫻花廚具、TOTO衛浴、TOTO五金,詹政達建築師事務所,金連城營造,106-0101,暫無
269,269,269,118323,城馨,26~29萬元/坪,26.0,29.0,27.5,高雄市,前金區,七賢二路,二房(16~22坪)、2+1房(25~26坪),,2021年下半年,134.9,1棟，84戶住家,地上15層，地下4層,RC,住家用,商五,匯成機構,維夫拉克三合一電子密碼門鎖、檯面雙口瓦斯爐、排油煙機、烘碗機（三機之品牌採用：櫻花牌）、櫻花牌蒸烤爐、不銹鋼單水槽、主臥浴室馬桶採用ROCA全自動單體免治馬桶，次臥浴室洗臉盆採用壁掛式洗臉盆、馬桶採用ROCA單體馬桶，搭配免治馬桶蓋。十人座電梯二部、e-home系統對講機（含影視、對講、防盜）、數位光纖網路到府（FTTH）系統、天然瓦斯、全自動反洗式過濾器,尤炯仁建築師,匯安營造股份有限公司,(107)高市工建築字第00109號,暫無
270,270,270,107967,富宇權峰,35~39萬元/坪,35.0,39.0,37.0,新竹市,東區慈,雲路95號,三房(41~46坪)、四房(50~66坪),隨時交屋,,1998,4棟，382戶住家，12戶店面,地上28層，地下5層,RC,住家用,商二,富宇建設,待定。,龔瑞琦建築師事務所,盛傑營造,建101-0410,105府工使字第00068號
271,271,271,111048,高雄HH,60~80萬元/坪,60.0,80.0,70.0,高雄市,鼓山區,中華一路866號,三房(125~216坪),隨時交屋,,701,1棟，47戶住家,地上26層，地下3層,暫無,住家用,暫無,宏舜開發股份有限公司,暫無,唐吉生,暫無,(98)高市工建築字第00069號,(105)高市工建築使字第00513號
272,272,272,111919,惠宇謙里,32~35萬元/坪,32.0,35.0,33.5,新竹縣,竹北市,福興東路、嘉豐三街,三房(46坪)、四房(60坪),,隨時交屋,712,1棟，65戶住家，6戶店面,地上15層，地下3層,暫無,住家用,住宅區,惠宇機構、惠昇建設,暫無,莊永芳,薰漢營造,建102-0748,暫無
273,273,273,119367,時光流域,29~34萬元/坪,29.0,34.0,31.5,台中市,中區台,灣大道VS三民路二段,二房(24~26坪)、三房(30~34坪),,2021年下半年,479,1棟，80戶住家,地上11層，地下3層,RC,住家用,第一種商業區，第二種商業區,福寶建設有限公司,暫無,陳逸邦建築師事務所,福豐營造,108中都建字第00060號,暫無
274,274,274,106504,雀璽,17~21萬元/坪,17.0,21.0,19.0,新北市,三峽區,白雞路38-8號,地坪（55坪）、建坪（115-122坪）,隨時交屋,,1290,23棟，23戶住家,地上4層，地下1層,RC,住家用,丙種山坡建築用地,旭?建設有限公司,待定。,田玉昶建築師事務所,暫無,100峽建字第00652號,102峽使字第00459號
275,275,275,115120,鼎佳生活智慧宅,82.5萬元/坪,82.5,,82.5,台北市,中正區,牯嶺街95巷,二房(23坪)、三房(27坪),,2020年11月,53,1棟，19戶住家,地上12層，地下2層,RC,住家用,商三特、第三種住宅區,富鉅鼎集團,長庚生技活水、STUDIO智慧防疫氣閥、指紋辨識電子鎖，Low-E節能玻璃，全室智能無鉛龍頭，櫻花抽油煙機、瓦斯爐、烘碗機及HCG智慧馬桶。,杜力新建築事務所,富鉅鼎集團,106建字第0070號,暫無
276,276,276,112791,吉明秀,58~62萬元/坪,58.0,62.0,60.0,新北市,永和區,秀朗路二段,二房(25坪)、三房(34坪),,2019年12月,612.65,1棟，134戶住家,地上24層，地下4層,暫無,住家用,暫無,吉田建築明緯建設,SRC鋼骨鋼筋混凝土構造、V.D.D垂直變位系統、中空樓板、HCG廚具、KOHLER馬桶與瓷器、HANSGROHE五金,三門聯合建築師事務所,東生營造有限公司,104-0011,暫無
277,277,277,114615,彩富別墅,19~25萬元/坪,19.0,25.0,22.0,台中市,大甲區,義和二街120巷,地坪（23.15~41.41坪）、建坪（50.97~71.90坪）,,2019年8月,592.34,18棟，18戶住家,地上3層,RC,住家用,住宅區,金亮億建設有限公司,(1)、一樓地坪貼80*80高級地磚，2~3樓臥室地坪採德國原裝進口超耐磨木地板，四樓地坪貼60*60高級地磚，主次臥浴室貼30*60壁磚，採冠軍磁磚。 (2)、每戶大門採硫化銅門，搭配晶片感應門鎖，美觀、堅固、安全。 (3)、升級的生活質感：採『德瑞克』衛浴設備，2、3樓前臥採主臥規格，奈米瓷單體馬桶搭配電腦馬桶座，奈米瓷檯盆浴櫃，並附5合一智能浴室暖風機。,呂宗修建築師事務所,晉茂營造有限公司,106中都建字第01536號,暫無
278,278,278,107543,玖都SWEET,30~36萬元/坪,30.0,36.0,33.0,桃園市,大園區,大成路一段57號,三房(38~44坪),隨時交屋,,664,2棟，80戶住家，4戶店面,地上11層，地下3層,RC,住商用,暫無,玖都開發,東和林中空樓板、TOTO衛浴、林內廚具、冠軍磁磚、Studor排水通氣、LOWE玻璃,楊適槐,洲義營造,建101-0795,104桃市都建使字第園01677號
279,279,279,117046,璞氏集,130萬元/坪,130.0,,130.0,台北市,士林區,士東路88號,三房(46坪)、四房(61坪),隨時交屋,,278.9,1棟，25戶住家，3戶店面,地上14層，地下3層,SC,住商用,住三,璞全建設股份有限公司,義大利MITON廚具、B戶住宅附BOSCH洗碗機、BOSCH蒸烤爐,黃文修李文勝,璞寶營造,104-0029,107-0106
280,280,280,106634,紳富逸居,21.1~22.89萬元/坪,21.1,22.89,21.995,桃園市,大園區,五福路150號,地坪（26.32坪）、建坪（103.32坪）,2019年下半年,,263.18,10棟，9戶住家，1戶店面,地上7層,RC,住家用,鄉村區乙種建築用地,紳富逸建設、吉富春建設,"全棟RC造 高拉力鋼筋 4000磅混泥土 強化型鋼筋續接器 永大電梯 全戶白鐵熱水管 國際SGS認證公司-防水材料檢驗 國際SGS認證公司-混泥土源頭管理(杜絕海沙,爐渣) 國際SGS認證公司-建物生產履歷取得(全台僅有36棟大樓取得)",賴晟偉建築師事務所,永大營造有限公司,(105)桃市都建執照字第會園00737號,暫無
281,281,281,118501,裸心．納景,73~78萬元/坪,73.0,78.0,75.5,台北市,北投區,三合街117巷38弄2-20號,三房(51~54坪)、四房(64~91坪),隨時交屋,,690.95,1棟，56戶住家，1戶店面,地上9層，地下3層,RC,住商用,住3,暉騰建設股份有限公司,待定,簡俊卿建築師事務所,復興營造股份有限公司,104建字第0055號,107使字第0116號
282,282,282,117996,荷心苑,21~25萬元/坪,21.0,25.0,23.0,高雄市,左營區,大中二路573號,二房(26坪)、三房(34~44坪)、四房(50~53坪),隨時交屋,,719,4棟，168戶住家，3戶店面,地上15層，地下3層,RC,住商用,第五種住宅區,晟揚建設股份有限公司,廚具：永約國際；衛浴：LAZULI、KLUDI龍頭、KERAMAG面盆；冠軍磁磚,梁慶源建築師事務所,允良營造有限公司,(101)高市工建築字第00123號,(103)高市工建築使字第01398號
283,283,283,110879,村泉石上,60萬元/坪,60.0,,60.0,台北市,文山區,試院路7號,四房(80~83坪),隨時交屋,,281.62,1棟，18戶住家,地上10層，地下4層,RC,住家用,暫無,村泉建設,暫無,郭旭原,合茂營造,101-0065,104-0101
